año_ocu,color_veh,depto_ocu,día_ocu,día_sem_ocu,fall_les,g_hora_5,hora_ocu,mes_ocu,modelo_veh,tipo_eve,tipo_veh
2019,99,22,7,3,1,1,8,8,9999,5,99
2019,99,9,7,3,2,1,11,8,2007,5,9
2019,3,1,8,4,2,2,13,8,2007,5,1
2019,7,1,8,4,2,2,14,8,1999,5,1
2019,1,2,8,4,2,1,11,8,2016,5,14
2019,99,2,8,4,2,2,13,8,9999,5,1
2019,5,1,8,4,2,2,17,8,2018,5,4
2019,99,1,9,5,2,1,6,8,9999,5,1
2019,99,4,9,5,2,1,7,8,9999,5,4
2019,99,15,9,5,2,3,19,8,9999,5,1
2019,99,1,9,5,2,3,19,8,9999,5,1
2019,2,1,10,6,2,1,4,8,9999,5,11
2019,1,21,10,6,2,1,10,8,9999,5,4
2019,99,2,10,6,2,2,12,8,9999,5,1
2019,99,9,10,6,1,2,16,8,9999,5,1
2019,4,1,10,6,2,3,18,8,2009,5,1
2019,99,3,10,6,1,3,20,8,9999,5,10
2019,99,3,10,6,2,3,20,8,9999,5,10
2019,99,13,11,7,1,2,12,8,9999,5,99
2019,99,1,11,7,2,3,19,8,9999,5,99
2019,2,10,11,7,2,2,15,8,9999,5,5
2019,99,22,12,1,2,2,16,8,9999,5,4
2019,1,22,12,1,2,2,17,8,2016,5,4
2019,99,1,12,1,2,3,22,8,9999,5,4
2019,4,8,12,1,2,2,14,8,9999,5,2
2019,99,11,13,2,1,3,23,8,9999,5,99
2019,99,9,13,2,1,3,19,8,9999,5,99
2019,9,9,13,2,1,3,19,8,2006,5,3
2019,5,1,13,2,2,3,21,8,9999,5,4
2019,1,16,13,2,2,3,23,8,9999,5,4
2019,99,12,14,3,1,3,20,8,9999,5,1
2019,99,11,14,3,2,3,23,8,9999,5,1
2019,1,12,14,3,2,1,0,8,9999,5,4
2019,1,16,14,3,2,1,7,8,2004,5,1
2019,2,19,14,3,2,2,13,8,9999,5,5
2019,99,1,14,3,2,3,18,8,9999,5,4
2019,11,16,15,4,1,2,14,8,2002,5,12
2019,4,14,15,4,2,1,8,8,9999,5,4
2019,5,6,15,4,2,2,12,8,2018,5,4
2019,2,1,15,4,2,3,20,8,2014,5,1
2019,3,21,15,4,2,3,19,8,9999,5,4
2019,3,1,16,5,2,3,18,8,9999,5,1
2019,3,1,16,5,2,3,19,8,9999,5,4
2019,1,1,16,5,2,3,23,8,2007,5,1
2019,5,1,16,5,1,1,7,8,9999,5,1
2019,3,1,16,5,1,2,17,8,9999,5,5
2019,5,22,16,5,1,2,13,8,9999,5,3
2019,99,6,16,5,2,3,19,8,9999,5,4
2019,5,11,16,5,2,2,14,8,9999,5,4
2019,6,7,16,5,2,1,10,8,9999,5,9
2019,99,4,16,5,1,1,6,8,9999,5,99
2019,99,4,16,5,1,1,6,8,9999,5,99
2019,8,1,17,6,2,1,5,8,1990,5,3
2019,5,1,17,6,2,3,20,8,9999,5,4
2019,99,10,17,6,1,3,20,8,9999,5,99
2019,7,12,17,6,2,3,18,8,2014,5,1
2019,7,1,18,7,1,2,13,8,9999,5,12
2019,99,1,18,7,2,2,12,8,9999,5,99
2019,6,1,18,7,2,1,2,8,9999,5,4
2019,5,22,18,7,2,3,22,8,2018,5,4
2019,99,19,18,7,2,3,23,8,9999,5,99
2019,9,13,18,7,2,2,17,8,9999,5,3
2019,99,15,19,1,2,3,21,8,9999,5,4
2019,99,1,19,1,2,3,23,8,9999,5,1
2019,7,1,20,2,2,1,9,8,2012,5,2
2019,1,1,20,2,2,3,22,8,9999,5,4
2019,1,4,20,2,2,1,10,8,9999,5,4
2019,1,4,20,2,2,3,23,8,9999,5,4
2019,99,1,21,3,2,2,12,8,9999,5,4
2019,99,1,21,3,2,2,12,8,9999,5,4
2019,99,1,21,3,1,1,6,8,9999,5,99
2019,99,9,21,3,1,1,6,8,9999,5,99
2019,5,16,21,3,2,2,15,8,9999,5,4
2019,5,1,22,4,2,3,18,8,9999,5,4
2019,99,1,22,4,1,3,18,8,9999,5,3
2019,99,8,22,4,1,3,19,8,9999,5,7
2019,6,1,23,5,2,1,7,8,2008,5,1
2019,2,16,23,5,2,2,16,8,2020,5,4
2019,2,16,23,5,2,2,16,8,2020,5,4
2019,2,16,23,5,1,2,17,8,9999,5,5
2019,2,1,23,5,2,3,23,8,9999,5,99
2019,2,1,23,5,2,2,17,8,9999,5,1
2019,1,5,23,5,2,1,9,8,9999,5,4
2019,99,1,23,5,2,3,22,8,9999,5,99
2019,1,11,24,6,2,3,20,8,2019,5,14
2019,2,1,24,6,2,3,18,8,9999,5,1
2019,3,1,24,6,1,3,18,8,1985,5,3
2019,2,1,24,6,2,3,19,8,1993,5,1
2019,99,1,24,6,2,3,23,8,9999,5,4
2019,5,1,24,6,2,3,22,8,2019,5,4
2019,99,1,24,6,1,1,1,8,9999,5,4
2019,99,1,24,6,2,3,19,8,9999,5,4
2019,99,1,25,7,2,1,8,8,9999,5,99
2019,99,21,25,7,2,3,19,8,9999,5,99
2019,99,21,25,7,1,3,19,8,9999,5,99
2019,5,15,25,7,2,2,12,8,2019,5,4
2019,5,15,25,7,2,2,12,8,2019,5,4
2019,5,15,25,7,2,2,12,8,2019,5,4
2019,99,18,25,7,1,3,22,8,9999,5,99
2019,99,1,26,1,2,3,22,8,9999,5,99
2019,5,1,26,1,2,3,20,8,9999,5,4
2019,5,1,26,1,2,3,21,8,2002,5,1
2019,4,1,26,1,2,2,14,8,2009,5,1
2019,1,1,26,1,2,2,15,8,9999,5,4
2019,5,1,26,1,2,3,22,8,2019,5,4
2019,99,6,26,1,1,1,4,8,9999,5,4
2019,5,6,26,1,2,3,21,8,9999,5,4
2019,99,12,26,1,2,3,20,8,9999,5,4
2019,99,12,26,1,2,3,20,8,9999,5,4
2019,2,16,26,1,1,2,17,8,2017,5,9
2019,99,2,26,1,1,3,21,8,9999,5,1
2019,99,17,26,1,1,1,5,8,9999,5,99
2019,99,4,26,1,1,3,18,8,9999,5,99
2019,3,1,27,2,2,3,21,8,2017,5,4
2019,4,1,27,2,2,1,9,8,9999,5,2
2019,99,1,27,2,2,2,12,8,9999,5,1
2019,99,1,27,2,2,3,21,8,9999,5,99
2019,99,8,27,2,2,3,20,8,9999,5,9
2019,99,8,27,2,2,3,20,8,9999,5,9
2019,99,8,27,2,2,3,20,8,9999,5,9
2019,3,20,28,3,2,3,21,8,9999,5,6
2019,3,20,28,3,2,3,21,8,9999,5,6
2019,4,19,28,3,2,3,22,8,9999,5,2
2019,3,19,28,3,2,2,17,8,9999,5,99
2019,5,1,29,4,2,3,19,8,9999,5,4
2019,5,1,29,4,2,3,19,8,9999,5,4
2019,4,11,29,4,2,2,13,8,9999,5,3
2019,2,11,29,4,2,3,20,8,9999,5,6
2019,9,13,29,4,2,1,0,8,9999,5,3
2019,9,13,29,4,2,1,0,8,9999,5,3
2019,9,13,29,4,2,1,0,8,9999,5,3
2019,99,8,29,4,1,1,4,8,9999,5,99
2019,99,17,29,4,2,1,0,8,9999,5,1
2019,4,7,29,4,1,2,16,8,2020,5,9
2019,99,10,30,5,1,2,14,8,9999,5,99
2019,5,11,30,5,2,2,13,8,2015,5,4
2019,5,16,30,5,2,3,18,8,9999,5,4
2019,5,1,30,5,2,1,10,8,9999,5,4
2019,3,7,31,6,2,2,13,8,2006,5,9
2019,4,7,31,6,2,3,20,8,2018,5,3
2019,1,1,31,6,2,2,14,8,9999,5,2
2019,1,11,31,6,2,1,11,8,9999,5,4
2019,1,1,1,7,2,1,1,9,2018,6,4
2019,1,1,1,7,2,1,10,9,9999,6,4
2019,1,1,1,7,2,1,10,9,9999,6,4
2019,1,1,1,7,2,2,16,9,9999,6,4
2019,2,1,1,7,2,1,4,9,2016,1,1
2019,2,1,1,7,2,1,4,9,2016,1,1
2019,2,1,1,7,2,1,4,9,2016,1,1
2019,4,1,1,7,2,1,4,9,2013,1,1
2019,99,1,1,7,2,1,1,9,9999,6,4
2019,1,1,1,7,2,1,7,9,9999,6,4
2019,2,1,1,7,2,1,2,9,9999,1,3
2019,4,1,1,7,2,1,2,9,9999,1,1
2019,1,1,1,7,2,2,17,9,9999,1,4
2019,4,22,1,7,2,3,23,9,9999,2,1
2019,4,22,1,7,2,3,23,9,9999,2,1
2019,2,6,1,7,2,1,11,9,9999,1,4
2019,99,6,1,7,2,1,11,9,9999,1,4
2019,5,15,1,7,2,1,11,9,9999,1,4
2019,7,15,1,7,2,3,19,9,9999,3,12
2019,7,15,1,7,2,3,19,9,9999,3,12
2019,7,15,1,7,2,3,19,9,9999,3,12
2019,7,15,1,7,2,3,19,9,9999,3,12
2019,7,15,1,7,2,3,19,9,9999,3,12
2019,7,15,1,7,2,3,19,9,9999,3,12
2019,7,15,1,7,2,3,19,9,9999,3,12
2019,7,15,1,7,2,3,19,9,9999,3,12
2019,7,15,1,7,2,3,19,9,9999,3,12
2019,7,15,1,7,2,3,19,9,9999,3,12
2019,7,15,1,7,2,3,19,9,9999,3,12
2019,7,15,1,7,2,3,19,9,9999,3,12
2019,4,14,1,7,1,3,23,9,2013,4,3
2019,4,14,1,7,2,3,23,9,2013,4,3
2019,4,14,1,7,2,3,23,9,2013,4,3
2019,4,14,1,7,2,3,23,9,2013,4,3
2019,4,14,1,7,2,3,23,9,2013,4,3
2019,4,14,1,7,2,3,23,9,2013,4,3
2019,4,14,1,7,2,3,23,9,2013,4,3
2019,4,14,1,7,2,3,23,9,2013,4,3
2019,6,1,2,1,2,3,20,9,9999,1,12
2019,5,1,2,1,2,1,7,9,9999,1,4
2019,2,21,2,1,2,1,1,9,9999,2,4
2019,6,9,2,1,2,1,10,9,9999,3,5
2019,5,3,2,1,1,1,5,9,9999,6,4
2019,5,1,3,2,2,1,10,9,2011,1,4
2019,5,1,3,2,2,1,10,9,2018,1,4
2019,4,22,3,2,2,2,16,9,1989,1,3
2019,5,5,3,2,2,1,10,9,9999,1,4
2019,3,6,3,2,2,3,22,9,1997,1,4
2019,5,1,4,3,2,2,17,9,2018,1,1
2019,2,1,4,3,2,3,19,9,9999,1,4
2019,4,22,4,3,1,1,6,9,9999,3,6
2019,2,10,4,3,2,1,9,9,9999,3,12
2019,4,13,4,3,2,1,8,9,9999,1,4
2019,6,13,4,3,2,1,8,9,9999,1,4
2019,1,16,4,3,1,1,1,9,9999,6,4
2019,2,3,4,3,2,1,8,9,2006,1,4
2019,5,1,5,4,2,3,22,9,2008,1,1
2019,4,1,5,4,2,3,22,9,9999,1,1
2019,3,1,5,4,2,1,5,9,9999,1,4
2019,4,6,5,4,2,2,17,9,2013,1,2
2019,4,6,5,4,2,2,17,9,2013,1,2
2019,99,11,5,4,2,3,19,9,9999,1,3
2019,99,11,5,4,2,3,19,9,9999,1,4
2019,99,11,5,4,2,3,19,9,9999,1,4
2019,6,12,5,4,2,1,0,9,9999,1,3
2019,6,12,5,4,2,1,0,9,9999,1,3
2019,6,12,5,4,2,1,0,9,9999,1,3
2019,4,15,5,4,2,1,9,9,9999,1,4
2019,4,15,5,4,2,1,9,9,9999,1,4
2019,4,18,5,4,1,2,15,9,9999,1,4
2019,4,3,5,4,2,2,17,9,9999,1,1
2019,4,3,5,4,2,2,17,9,2011,1,1
2019,5,1,6,5,2,1,0,9,9999,1,4
2019,5,1,6,5,2,1,7,9,9999,1,4
2019,5,1,6,5,2,1,11,9,9999,1,4
2019,1,1,6,5,2,2,15,9,2018,1,4
2019,5,1,6,5,2,1,6,9,2006,1,4
2019,4,1,6,5,2,1,8,9,2019,1,4
2019,4,22,6,5,2,2,17,9,9999,1,4
2019,99,20,6,5,2,3,18,9,9999,1,4
2019,1,19,6,5,1,1,6,9,2019,1,4
2019,1,19,6,5,2,1,6,9,2019,1,4
2019,5,10,6,5,1,1,0,9,9999,1,4
2019,5,10,6,5,2,1,0,9,9999,1,4
2019,4,11,6,5,2,2,14,9,2019,1,4
2019,5,15,6,5,1,1,7,9,9999,6,4
2019,11,2,6,5,2,1,9,9,2009,1,3
2019,11,2,6,5,2,1,9,9,1986,1,3
2019,1,18,6,5,1,2,13,9,9999,1,4
2019,99,4,6,5,2,3,20,9,9999,1,4
2019,1,4,6,5,2,3,20,9,9999,1,4
2019,1,1,7,6,2,3,18,9,2018,1,4
2019,4,1,7,6,2,1,7,9,9999,1,4
2019,4,1,7,6,2,1,7,9,9999,1,4
2019,5,1,7,6,2,3,20,9,9999,1,4
2019,5,1,7,6,2,2,13,9,2017,1,4
2019,1,1,7,6,2,2,15,9,2017,1,4
2019,1,1,7,6,2,2,15,9,2017,1,4
2019,5,19,7,6,2,2,17,9,9999,1,4
2019,5,5,7,6,2,3,20,9,2015,1,4
2019,1,5,7,6,2,3,20,9,2015,1,4
2019,1,5,7,6,2,1,9,9,9999,1,4
2019,1,5,7,6,2,1,9,9,9999,1,4
2019,7,6,7,6,1,2,16,9,9999,3,9
2019,11,10,7,6,2,1,11,9,2015,1,3
2019,11,10,7,6,2,1,11,9,2015,1,3
2019,11,10,7,6,2,1,11,9,2015,1,3
2019,11,10,7,6,2,1,11,9,2015,1,3
2019,1,2,7,6,2,1,3,9,2015,1,4
2019,5,3,7,6,2,2,13,9,9999,1,4
2019,6,1,8,7,2,2,15,9,2018,1,4
2019,5,1,8,7,2,1,2,9,9999,1,4
2019,1,1,8,7,2,1,8,9,9999,2,4
2019,5,1,8,7,2,1,11,9,9999,1,4
2019,1,22,8,7,2,2,15,9,9999,6,4
2019,1,22,8,7,2,2,15,9,9999,6,4
2019,5,5,8,7,2,2,13,9,9999,1,4
2019,2,11,8,7,2,3,19,9,9999,2,3
2019,2,11,8,7,2,3,19,9,9999,2,3
2019,2,11,8,7,2,3,19,9,9999,2,3
2019,7,13,8,7,1,2,14,9,9999,4,1
2019,7,13,8,7,2,2,14,9,9999,4,1
2019,7,13,8,7,2,2,14,9,9999,4,1
2019,7,13,8,7,2,2,14,9,9999,4,1
2019,7,13,8,7,2,2,14,9,9999,4,1
2019,7,13,8,7,2,3,20,9,9999,1,4
2019,7,13,8,7,1,3,20,9,9999,1,4
2019,7,4,8,7,2,1,1,9,9999,6,4
2019,3,1,9,1,2,3,20,9,2013,1,1
2019,1,1,9,1,2,1,7,9,9999,1,4
2019,1,1,9,1,2,1,7,9,9999,1,4
2019,1,1,9,1,2,1,11,9,2018,1,4
2019,3,1,9,1,2,2,15,9,9999,1,4
2019,1,1,9,1,2,3,22,9,9999,1,4
2019,5,22,9,1,2,1,8,9,9999,1,4
2019,1,22,9,1,2,1,1,9,9999,1,4
2019,2,22,9,1,2,1,1,9,9999,1,2
2019,5,5,9,1,2,3,20,9,9999,1,4
2019,5,5,9,1,2,3,20,9,9999,1,4
2019,5,5,9,1,2,3,23,9,2013,1,4
2019,5,5,9,1,2,3,23,9,2013,1,4
2019,5,5,9,1,2,3,23,9,2013,1,4
2019,2,5,9,1,1,3,20,9,9999,2,3
2019,2,6,9,1,2,3,19,9,1984,2,3
2019,2,6,9,1,2,3,19,9,1984,2,3
2019,2,6,9,1,2,3,19,9,1984,2,3
2019,2,6,9,1,2,3,19,9,1984,2,3
2019,99,10,9,1,2,3,20,9,9999,1,4
2019,4,11,9,1,2,3,19,9,9999,2,3
2019,4,11,9,1,2,3,19,9,9999,2,3
2019,5,17,9,1,2,1,4,9,2004,1,2
2019,3,17,9,1,1,1,4,9,2007,1,2
2019,3,17,9,1,2,1,4,9,2007,1,2
2019,3,17,9,1,2,1,4,9,2007,1,2
2019,3,17,9,1,2,1,4,9,2007,1,2
2019,3,17,9,1,2,1,4,9,2007,1,2
2019,3,17,9,1,2,1,4,9,2007,1,2
2019,99,3,9,1,1,1,1,9,9999,2,4
2019,1,1,10,2,1,2,13,9,9999,1,4
2019,5,1,10,2,1,1,1,9,9999,6,4
2019,99,1,10,2,2,3,22,9,9999,1,4
2019,2,1,10,2,2,1,6,9,2019,1,4
2019,1,5,10,2,2,2,17,9,2014,1,4
2019,6,5,10,2,2,2,12,9,2012,1,4
2019,3,11,10,2,2,3,21,9,9999,1,4
2019,2,16,10,2,2,2,17,9,2011,1,4
2019,14,4,10,2,2,1,11,9,9999,1,4
2019,2,3,10,2,2,1,11,9,9999,1,4
2019,99,1,11,3,2,1,0,9,9999,2,99
2019,5,1,11,3,2,3,23,9,9999,1,4
2019,99,1,11,3,2,2,15,9,2019,1,4
2019,4,1,11,3,2,2,15,9,2016,1,4
2019,5,1,11,3,2,2,12,9,2011,1,4
2019,5,1,11,3,2,2,16,9,9999,1,4
2019,5,1,11,3,2,3,19,9,2019,2,4
2019,5,1,11,3,2,3,19,9,2019,2,4
2019,1,19,11,3,2,2,17,9,9999,1,4
2019,3,5,11,3,2,2,12,9,2000,1,9
2019,3,5,11,3,2,2,12,9,2000,1,9
2019,3,5,11,3,2,2,12,9,2000,1,9
2019,3,5,11,3,2,2,12,9,2000,1,9
2019,3,5,11,3,2,2,12,9,2000,1,9
2019,3,5,11,3,2,2,12,9,2000,1,9
2019,2,5,11,3,2,2,12,9,9999,1,3
2019,2,5,11,3,2,2,12,9,9999,1,3
2019,2,5,11,3,2,2,12,9,9999,1,3
2019,99,5,11,3,1,2,14,9,9999,1,4
2019,3,6,11,3,2,2,15,9,2014,1,4
2019,99,9,11,3,2,2,14,9,9999,2,11
2019,4,14,11,3,2,2,16,9,2020,1,4
2019,1,1,12,4,2,1,11,9,2018,1,4
2019,4,1,12,4,2,3,19,9,2008,1,1
2019,7,1,12,4,2,3,19,9,1994,1,12
2019,5,1,12,4,2,2,13,9,2018,6,4
2019,5,1,12,4,2,1,8,9,2019,1,4
2019,1,1,12,4,2,3,21,9,9999,1,1
2019,4,1,12,4,2,3,21,9,9999,1,2
2019,5,1,12,4,1,3,23,9,9999,1,4
2019,5,1,12,4,2,1,0,9,9999,1,4
2019,1,1,12,4,1,1,5,9,2018,1,4
2019,3,1,12,4,2,2,16,9,9999,1,4
2019,3,1,12,4,2,2,16,9,9999,1,4
2019,99,1,12,4,2,3,18,9,9999,1,18
2019,99,22,12,4,2,3,22,9,9999,1,3
2019,3,19,12,4,2,3,19,9,2013,6,4
2019,3,19,12,4,2,3,19,9,2013,6,4
2019,3,19,12,4,2,3,19,9,2013,6,4
2019,1,10,12,4,2,1,11,9,9999,1,4
2019,1,10,12,4,2,2,13,9,2017,1,4
2019,5,11,12,4,2,1,0,9,9999,1,4
2019,4,9,12,4,2,3,20,9,2011,2,2
2019,99,2,12,4,2,3,21,9,9999,1,4
2019,2,17,12,4,2,1,8,9,2018,1,4
2019,2,17,12,4,2,1,8,9,2018,1,4
2019,5,7,12,4,2,3,21,9,9999,1,4
2019,5,7,12,4,2,3,21,9,9999,1,4
2019,99,7,12,4,2,3,21,9,9999,1,18
2019,5,1,13,5,2,1,4,9,9999,6,4
2019,4,1,13,5,2,3,23,9,2017,1,4
2019,2,5,13,5,1,2,12,9,1998,4,5
2019,3,13,13,5,2,3,18,9,9999,2,12
2019,3,13,13,5,2,3,18,9,9999,2,12
2019,3,13,13,5,2,3,18,9,9999,2,12
2019,3,13,13,5,2,3,18,9,9999,2,12
2019,3,13,13,5,2,3,18,9,9999,2,12
2019,3,13,13,5,2,3,18,9,9999,2,12
2019,1,16,13,5,1,1,8,9,9999,1,4
2019,1,16,13,5,1,1,8,9,9999,1,4
2019,2,18,13,5,2,2,17,9,1993,2,3
2019,1,4,13,5,2,2,13,9,2011,1,4
2019,10,4,13,5,2,1,6,9,9999,1,2
2019,10,4,13,5,2,1,6,9,9999,1,2
2019,10,4,13,5,2,1,6,9,9999,1,2
2019,99,4,13,5,2,2,13,9,9999,1,4
2019,99,4,13,5,2,2,13,9,9999,1,4
2019,99,4,13,5,2,2,13,9,9999,1,4
2019,2,1,14,6,1,1,8,9,9999,1,4
2019,2,1,14,6,2,1,5,9,2012,1,1
2019,10,1,14,6,2,2,15,9,9999,1,4
2019,1,1,14,6,2,2,12,9,2014,1,4
2019,3,1,14,6,2,3,18,9,9999,1,1
2019,3,1,14,6,2,3,18,9,9999,1,1
2019,3,1,14,6,2,3,18,9,9999,1,1
2019,3,1,14,6,2,3,22,9,9999,1,4
2019,4,1,14,6,2,3,22,9,9999,1,1
2019,6,1,14,6,2,3,22,9,9999,1,2
2019,4,1,14,6,2,3,22,9,9999,1,3
2019,6,1,14,6,2,1,1,9,9999,1,4
2019,5,22,14,6,1,3,20,9,9999,2,8
2019,5,22,14,6,2,3,20,9,9999,2,8
2019,5,22,14,6,2,3,20,9,9999,2,8
2019,1,21,14,6,2,1,10,9,2007,1,9
2019,1,21,14,6,2,1,10,9,2007,1,9
2019,1,21,14,6,2,1,10,9,2007,1,9
2019,1,21,14,6,2,1,10,9,2007,1,9
2019,1,21,14,6,2,1,10,9,2007,1,9
2019,1,21,14,6,2,1,10,9,2007,1,9
2019,5,21,14,6,2,1,7,9,9999,1,4
2019,5,21,14,6,1,1,7,9,9999,1,4
2019,5,6,14,6,2,3,18,9,9999,6,4
2019,5,6,14,6,2,3,18,9,9999,6,4
2019,99,16,14,6,2,2,17,9,9999,1,4
2019,3,18,14,6,2,3,19,9,9999,1,4
2019,99,17,14,6,2,2,13,9,2008,1,4
2019,99,17,14,6,2,2,13,9,9999,1,4
2019,99,17,14,6,2,2,13,9,9999,1,4
2019,4,7,14,6,2,2,17,9,9999,1,3
2019,3,4,14,6,1,1,11,9,2013,1,4
2019,6,1,15,7,2,2,12,9,9999,1,4
2019,1,1,15,7,2,2,16,9,9999,1,14
2019,5,1,15,7,1,3,21,9,9999,6,4
2019,2,1,15,7,1,1,1,9,2014,6,4
2019,2,1,15,7,1,1,1,9,2014,6,4
2019,1,1,15,7,1,1,5,9,9999,6,4
2019,99,1,15,7,2,1,2,9,9999,1,1
2019,5,1,15,7,2,3,19,9,2017,1,4
2019,99,1,15,7,9,3,19,9,9999,1,4
2019,99,1,15,7,9,3,19,9,9999,1,4
2019,5,1,15,7,2,1,6,9,2015,1,4
2019,5,1,15,7,2,1,6,9,2015,1,4
2019,99,1,15,7,2,2,13,9,9999,1,4
2019,99,1,15,7,1,1,3,9,9999,1,4
2019,1,21,15,7,2,2,15,9,9999,1,9
2019,1,21,15,7,2,2,15,9,9999,1,9
2019,1,21,15,7,2,3,20,9,2014,1,4
2019,1,5,15,7,2,2,15,9,2015,1,4
2019,5,5,15,7,2,2,15,9,9999,1,4
2019,5,5,15,7,2,2,15,9,9999,1,4
2019,4,5,15,7,1,3,18,9,2015,1,1
2019,4,5,15,7,1,3,18,9,2015,1,1
2019,1,6,15,7,2,1,7,9,9999,1,4
2019,1,11,15,7,2,1,0,9,9999,1,4
2019,99,11,15,7,2,1,11,9,9999,1,6
2019,4,11,15,7,2,3,18,9,9999,1,4
2019,4,11,15,7,2,3,18,9,9999,1,4
2019,6,9,15,7,1,3,23,9,9999,1,3
2019,1,9,15,7,1,3,23,9,9999,1,1
2019,1,9,15,7,2,3,23,9,9999,1,1
2019,1,9,15,7,2,3,23,9,9999,1,1
2019,1,9,15,7,2,3,23,9,9999,1,1
2019,99,8,15,7,2,3,20,9,9999,6,4
2019,99,17,15,7,1,3,19,9,9999,1,18
2019,99,17,15,7,2,3,19,9,9999,1,4
2019,99,17,15,7,2,3,19,9,9999,1,4
2019,99,17,15,7,2,3,19,9,9999,1,4
2019,3,1,16,1,2,1,11,9,2018,1,1
2019,3,1,16,1,2,1,11,9,2018,1,1
2019,5,1,16,1,2,1,11,9,2001,1,1
2019,4,1,16,1,2,2,14,9,2012,1,1
2019,5,1,16,1,2,2,14,9,2017,1,4
2019,5,1,16,1,2,2,14,9,2017,1,4
2019,5,1,16,1,2,1,11,9,2014,1,3
2019,5,1,16,1,2,1,11,9,2014,1,3
2019,4,1,16,1,2,3,19,9,9999,1,4
2019,4,1,16,1,2,3,19,9,9999,1,4
2019,99,1,16,1,2,3,21,9,9999,1,4
2019,5,1,16,1,2,3,21,9,2017,1,4
2019,5,1,16,1,2,1,3,9,9999,6,4
2019,11,1,16,1,2,1,7,9,2014,1,1
2019,6,9,16,1,1,1,0,9,9999,1,3
2019,6,9,16,1,2,1,0,9,9999,1,3
2019,6,9,16,1,2,1,0,9,9999,1,3
2019,6,9,16,1,2,1,0,9,9999,1,3
2019,3,12,16,1,2,2,12,9,9999,1,2
2019,4,14,16,1,1,1,3,9,9999,1,1
2019,6,4,16,1,2,3,19,9,9999,3,12
2019,6,4,16,1,2,3,19,9,9999,3,12
2019,6,4,16,1,2,3,19,9,9999,3,12
2019,6,4,16,1,2,3,19,9,9999,3,12
2019,6,4,16,1,2,3,19,9,9999,3,12
2019,6,4,16,1,2,3,19,9,9999,3,12
2019,6,4,16,1,2,3,19,9,9999,3,12
2019,6,4,16,1,2,3,19,9,9999,3,12
2019,6,4,16,1,2,3,19,9,9999,3,12
2019,6,4,16,1,2,3,19,9,9999,3,12
2019,6,4,16,1,2,3,19,9,9999,3,12
2019,6,4,16,1,2,3,19,9,9999,3,12
2019,6,4,16,1,2,3,19,9,9999,3,12
2019,6,4,16,1,2,3,19,9,9999,3,12
2019,6,4,16,1,2,3,19,9,9999,3,12
2019,6,4,16,1,2,3,19,9,9999,3,12
2019,6,4,16,1,2,3,19,9,9999,3,12
2019,5,1,17,2,2,2,12,9,9999,1,4
2019,5,1,17,2,2,2,12,9,9999,1,4
2019,5,1,17,2,2,2,14,9,9999,1,4
2019,2,1,17,2,2,3,20,9,2017,1,4
2019,5,1,17,2,2,1,4,9,9999,1,4
2019,5,1,17,2,2,2,12,9,9999,1,4
2019,5,1,17,2,2,2,12,9,9999,1,4
2019,99,1,17,2,2,2,12,9,9999,1,4
2019,1,1,17,2,2,1,0,9,9999,6,4
2019,1,5,17,2,2,1,11,9,9999,1,4
2019,1,5,17,2,2,1,11,9,9999,1,4
2019,3,11,17,2,2,2,17,9,9999,1,4
2019,9,18,17,2,2,3,23,9,1998,1,9
2019,5,18,17,2,2,3,23,9,1998,1,4
2019,99,17,17,2,2,3,23,9,9999,1,4
2019,99,17,17,2,2,3,23,9,9999,1,2
2019,5,3,17,2,2,2,16,9,9999,1,4
2019,99,1,18,3,2,1,0,9,9999,1,4
2019,1,1,18,3,2,3,20,9,2016,1,4
2019,5,18,18,3,2,3,23,9,9999,1,4
2019,5,18,18,3,2,3,23,9,9999,1,4
2019,2,17,18,3,2,2,14,9,9999,1,2
2019,2,17,18,3,2,2,14,9,9999,1,2
2019,2,17,18,3,2,2,14,9,9999,1,2
2019,2,17,18,3,1,2,14,9,9999,1,2
2019,2,17,18,3,1,2,14,9,9999,1,2
2019,5,3,18,3,2,3,23,9,9999,1,2
2019,5,3,18,3,2,3,23,9,9999,1,2
2019,5,3,18,3,2,3,23,9,9999,1,2
2019,5,3,18,3,2,3,23,9,9999,1,2
2019,5,3,18,3,2,3,23,9,9999,1,2
2019,5,1,19,4,2,1,11,9,2019,1,4
2019,5,1,19,4,1,1,1,9,9999,1,4
2019,5,1,19,4,1,1,1,9,9999,1,4
2019,5,1,19,4,2,1,9,9,2017,1,4
2019,3,1,19,4,1,3,23,9,2016,6,4
2019,5,1,19,4,2,2,17,9,9999,1,4
2019,5,1,19,4,2,3,21,9,9999,1,4
2019,99,11,19,4,2,3,20,9,9999,1,4
2019,99,11,19,4,2,3,20,9,9999,1,4
2019,1,11,19,4,2,3,20,9,9999,1,14
2019,99,8,19,4,2,3,18,9,9999,1,4
2019,1,18,19,4,1,3,22,9,2007,1,4
2019,5,18,19,4,2,2,12,9,9999,1,4
2019,99,4,19,4,2,3,20,9,2016,1,4
2019,1,1,20,5,1,1,11,9,1995,1,5
2019,3,1,20,5,1,1,11,9,1996,1,7
2019,3,1,20,5,1,1,11,9,1996,1,7
2019,3,1,20,5,2,1,11,9,1996,1,7
2019,3,1,20,5,2,1,11,9,1996,1,7
2019,3,1,20,5,2,1,11,9,1996,1,7
